"germancode","checked","Berufsübersetzung","jobs","code","count","mean","std","min","25%","50%","75%","max","rel_std","Berufsübersetzung","number_zusammen","Resultatsberuf_zusammen","three_letter_scraper","matched"
721,"y","Sachbearbeiter für die Bearbeitung von Versicherungspoli","['Insurance Policy Processing Clerks', 'Insurance Claims Clerks']","43-904","2.0","49.0","4.242640687","46.0","47.5","49.0","50.5","52.0","0.086584504","Sachbearbeiter für die Bearbeitung von Versicherungspoli",,,,"False"
211,"y","Mine Shuttle Car Operat","['Mine Shuttle Car Operators']","53-711","1.0","49.0","0.0","49.0","49.0","49.0","49.0","49.0","0.0","Mine Shuttle Car Operat",,,,"False"
611,"y","Käufer und Einkaufsagen","['Buyers and Purchasing Agents, Farm Products', 'Wholesale and Retail Buyers, Except Farm Products', 'Purchasing Agents, Except Wholesale, Retail, and Farm Products']","13-102","3.0","48.66666667","10.69267662","37.0","44.0","51.0","54.5","58.0","0.21971253300000002","Käufer und Einkaufsagen",,,,"False"
511,515,"Lokomo","['Locomotive Engineers', 'Rail Yard Engineers, Dinkey Operators, and Hostlers', 'Locomotive Firers']","53-401","3.0","48.66666667","3.2145502539999997","45.0","47.5","50.0","50.5","51.0","0.066052402","Lokomo","52202-10","Eisenbahner/in - Betriebsdienst - Lokführer und Transport",522,"False"
714,"y","Sekretäre und Verwaltungsassisten","['Secretaries and Administrative Assistants, Except Legal, Medical, and Executive', 'Executive Secretaries and Executive Administrative Assistants', 'Legal Secretaries', 'Medical Secretaries']","43-601","4.0","48.5","15.08862706","39.0","40.5","42.0","50.0","71.0","0.311105713","Sekretäre und Verwaltungsassisten",,,,"False"
621,611,"Handelsvertre","['Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products', 'Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products', 'Solar Sales Representatives and Assessors']","41-401","3.0","48.33333333","3.2145502539999997","46.0","46.5","47.0","49.5","52.0","0.06650793599999999","Handelsvertre","61123-10","Handelsvertreter/in",611,"False"
273,262,"Leiter der industriellen Produkti","['Industrial Production Managers', 'Geothermal Production Managers', 'Quality Control Systems Managers', 'Biofuels Production Managers', 'Biomass Power Plant Managers', 'Hydroelectric Production Managers']","11-305","6.0","48.0","6.228964601","38.0","45.0","49.0","52.25","55.0","0.129770096","Leiter der industriellen Produkti",,,,"False"
263,"y","Spezialisten für Radiofrequ","['Radio Frequency Identification Device Specialists', 'Electrical Engineers', 'Electronics Engineers, Except Computer']","17-207","3.0","48.0","3.0","45.0","46.5","48.0","49.5","51.0","0.0625","Spezialisten für Radiofrequ",,,,"False"
833,844,"Direkto","['Directors, Religious Activities and Education']","21-202","1.0","48.0","0.0","48.0","48.0","48.0","48.0","48.0","0.0","Direkto","63294-10","Hoteldirektor/in",632,"False"
525,"y","K","['Crane and Tower Operators']","53-702","1.0","48.0","0.0","48.0","48.0","48.0","48.0","48.0","0.0","K",,,,"False"
921,621,"Verkaufslei","['Sales Managers', 'Marketing Managers']","11-202","2.0","47.5","0.7071067809999999","47.0","47.25","47.5","47.75","48.0","0.014886459","Verkaufslei","62194-12","Verkaufsleiter/in im Lebensmittelhandwerk",621,"False"
722,721,"Betrugsermitt","['Fraud Examiners, Investigators and Analysts', 'Financial Quantitative Analysts', 'Risk Management Specialists']","13-209","3.0","47.0","4.582575695","43.0","44.5","46.0","49.0","52.0","0.097501611","Betrugsermitt",,,,"False"
533,"y","Schädlingsbekämpfungsarbei","['Pest Control Workers']","37-202","1.0","47.0","0.0","47.0","47.0","47.0","47.0","47.0","0.0","Schädlingsbekämpfungsarbei",,,,"False"
714,"y","Vorgesetzte der ersten Linie der B","['First-Line Supervisors of Office and Administrative Support Workers']","43-101","1.0","47.0","0.0","47.0","47.0","47.0","47.0","47.0","0.0","Vorgesetzte der ersten Linie der B",,,,"False"
732,721,"Sachbearbeit","['File Clerks']","43-407","1.0","47.0","0.0","47.0","47.0","47.0","47.0","47.0","0.0","Sachbearbeit","51623-10","Sachbearbeiter/in - Logistik",516,"False"
843,"y","Lehrer für Atmosphä","['Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary', 'Chemistry Teachers, Postsecondary', 'Environmental Science Teachers, Postsecondary', 'Physics Teachers, Postsecondary']","25-105","4.0","46.75","8.421203398","37.0","42.25","46.5","51.0","57.0","0.180132693","Lehrer für Atmosphä",,,,"False"
721,"y","Versicherungssachverständ","['Insurance Adjusters, Examiners, and Investigators', 'Claims Examiners, Property and Casualty Insurance', 'Insurance Appraisers, Auto Damage']","13-103","3.0","46.66666667","8.144527815","41.0","42.0","43.0","49.5","56.0","0.174525596","Versicherungssachverständ",,,,"False"
311,"y","Bauingenie","['Civil Engineers', 'Transportation Engineers']","17-205","2.0","46.5","2.121320344","45.0","45.75","46.5","47.25","48.0","0.045619792","Bauingenie",,,,"False"
311,"y","Hilfen zur St","['City and Regional Planning Aides', 'Social Science Research Assistants']","19-406","2.0","46.5","0.7071067809999999","46.0","46.25","46.5","46.75","47.0","0.015206596999999999","Hilfen zur St",,,,"False"
412,292,"Bo","['Soil and Plant Scientists', 'Animal Scientists', 'Food Scientists and Technologists']","19-101","3.0","46.33333333","5.507570547","41.0","43.5","46.0","49.0","52.0","0.118868429","Bo",,,,"False"
715,"y","Manager für Ausbildung und Entwickl","['Training and Development Managers']","11-313","1.0","46.0","0.0","46.0","46.0","46.0","46.0","46.0","0.0","Manager für Ausbildung und Entwickl",,,,"False"
613,"y","Gutach","['Appraisers, Real Estate', 'Assessors']","13-202","2.0","46.0","16.97056275","34.0","40.0","46.0","52.0","58.0","0.36892527700000005","Gutach","31164-10","Bausachverständige/r",311,"False"
262,"y","Nukl","['Nuclear Engineers']","17-216","1.0","46.0","0.0","46.0","46.0","46.0","46.0","46.0","0.0","Nukl",,,,"False"
414,,"Atmosphä","['Atmospheric and Space Scientists']","19-202","1.0","46.0","0.0","46.0","46.0","46.0","46.0","46.0","0.0","Atmosphä",,,,"False"
612,531,"Vers","['Shipping, Receiving, and Traffic Clerks']","43-507","1.0","46.0","0.0","46.0","46.0","46.0","46.0","46.0","0.0","Vers","51622-10","Expedient/in",516,"False"
432,434,"Data Warehous","['Data Warehousing Specialists', 'Computer Systems Engineers/Architects', 'Database Architects', 'Information Technology Project Managers', 'Business Intelligence Analysts', 'Geographic Information Systems Technicians', 'Video Game Designers', 'Document Management Specialists', 'Search Marketing Strategists', 'Web Administrators', 'Geospatial Information Scientists and Technologists', 'Software Quality Assurance Engineers and Testers']","15-119","12.0","45.75","3.596083728","39.0","44.0","46.0","47.5","51.0","0.07860292299999999","Data Warehous",,,,"False"
413,343,"Bohrlochkopfpum","['Wellhead Pumpers', 'Pump Operators, Except Wellhead Pumpers', 'Gas Compressor and Gas Pumping Station Operators']","53-707","3.0","45.66666667","24.13158373","19.0","35.5","52.0","59.0","66.0","0.528428841","Bohrlochkopfpum",,,,"False"
711,423,"Chief Sustainability Offic","['Chief Sustainability Officers', 'Chief Executives']","11-101","2.0","45.5","3.5355339060000004","43.0","44.25","45.5","46.75","48.0","0.077704042","Chief Sustainability Offic",,,,"False"
111,114,"Fi","['First-Line Supervisors of Animal Husbandry and Animal Care Workers', 'First-Line Supervisors of Agricultural Crop and Horticultural Workers', 'First-Line Supervisors of Aquacultural Workers', 'First-Line Supervisors of Logging Workers']","45-101","4.0","45.5","14.47987109","32.0","38.75","42.0","48.75","66.0","0.318238925","Fi",,,,"False"
251,242,"Einrich","['Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders', 'Grinding and Polishing Workers, Hand', 'Mixing and Blending Machine Setters, Operators, and Tenders']","51-902","3.0","45.33333333","13.79613472","35.0","37.5","40.0","50.5","61.0","0.304326501","Einrich","62252-10","Einrichtungsfachberater/in",622,"False"
843,842,"GeografielehrerIn","['Geography Teachers, Postsecondary', 'Anthropology and Archeology Teachers, Postsecondary', 'Sociology Teachers, Postsecondary', 'Psychology Teachers, Postsecondary', 'Economics Teachers, Postsecondary', 'Political Science Teachers, Postsecondary', 'Area, Ethnic, and Cultural Studies Teachers, Postsecondary']","25-106","7.0","45.28571429","4.231401883999999","40.0","43.0","44.0","47.0","53.0","0.09343789599999999","GeografielehrerIn",,,,"False"
732,"y","Leiter der Verwaltungsdien","['Administrative Services Managers']","11-301","1.0","45.0","0.0","45.0","45.0","45.0","45.0","45.0","0.0","Leiter der Verwaltungsdien",,,,"False"
813,822,"Führungskräfte in Medizin und Gesundheitswe","['Medical and Health Services Managers']","11-911","1.0","45.0","0.0","45.0","45.0","45.0","45.0","45.0","0.0","Führungskräfte in Medizin und Gesundheitswe","73222-10","Kaufmann/-frau - Gesundheitswesen",732,"False"
413,"y","Chemieingenie","['Chemical Engineers']","17-204","1.0","45.0","0.0","45.0","45.0","45.0","45.0","45.0","0.0","Chemieingenie",,,,"False"
414,"y","Werkst","['Materials Engineers']","17-213","1.0","45.0","0.0","45.0","45.0","45.0","45.0","45.0","0.0","Werkst","27393-10","Werkstattleiter/in",273,"False"
541,632,"Zimmermädchen und Haushaltsreini","['Maids and Housekeeping Cleaners', 'Janitors and Cleaners, Except Maids and Housekeeping Cleaners']","37-201","2.0","45.0","4.242640687","42.0","43.5","45.0","46.5","48.0","0.094280904","Zimmermädchen und Haushaltsreini",,,,"False"
722,721,"L","['Loan Interviewers and Clerks']","43-413","1.0","45.0","0.0","45.0","45.0","45.0","45.0","45.0","0.0","L","51623-10","Sachbearbeiter/in - Logistik",516,"False"
513,"y","Kuriere und Bo","['Couriers and Messengers']","43-502","1.0","45.0","0.0","45.0","45.0","45.0","45.0","45.0","0.0","Kuriere und Bo","52182-10","Botenfahrer/in",521,"False"
413,921,"Manager aus Architektur und Ingenieurwe","['Architectural and Engineering Managers', 'Biofuels/Biodiesel Technology and Product Development Managers']","11-904","2.0","44.5","2.121320344","43.0","43.75","44.5","45.25","46.0","0.04767012","Manager aus Architektur und Ingenieurwe","61124-10","Application-Engineer/-Manager/in",611,"False"
434,"y","Computerprogrammie","['Computer Programmers', 'Software Developers, Systems Software', 'Web Developers', 'Software Developers, Applications']","15-113","4.0","44.5","4.509249753","39.0","42.75","44.5","46.25","50.0","0.101331455","Computerprogrammie",,,,"False"
722,"y","Kostenschät","['Cost Estimators']","13-105","1.0","44.0","0.0","44.0","44.0","44.0","44.0","44.0","0.0","Kostenschät",,,,"False"
431,"y","Compu","['Computer Hardware Engineers']","17-206","1.0","44.0","0.0","44.0","44.0","44.0","44.0","44.0","0.0","Compu","23224-10","Computer-Animator/in",232,"False"
421,"y","Geophysikalische Datentechni","['Geophysical Data Technicians', 'Geological Sample Test Technicians']","19-404","2.0","44.0","0.0","44.0","44.0","44.0","44.0","44.0","0.0","Geophysikalische Datentechni","26302-10","Elektrotechnische/r Assistent/in",263,"False"
843,"y","SozialarbeitslehrerIn","['Social Work Teachers, Postsecondary', 'Law Teachers, Postsecondary', 'Criminal Justice and Law Enforcement Teachers, Postsecondary']","25-111","3.0","44.0","11.78982612","34.0","37.5","41.0","49.0","57.0","0.267950594","SozialarbeitslehrerIn",,,,"False"
343,422,"Was","['Water/Wastewater Engineers', 'Environmental Engineers']","17-208","2.0","43.5","4.949747468","40.0","41.75","43.5","45.25","47.0","0.11378729800000001","Was",,,,"False"
343,423,"Spezialisten für Wasserressourc","['Water Resource Specialists', 'Clinical Research Coordinators', 'Natural Sciences Managers']","11-912","3.0","43.0","3.0","40.0","41.5","43.0","44.5","46.0","0.069767442","Spezialisten für Wasserressourc",,,,"False"
941,944,"Agenten und Geschäftsleiter von Künstl","['Agents and Business Managers of Artists, Performers, and Athletes']","13-101","1.0","43.0","0.0","43.0","43.0","43.0","43.0","43.0","0.0","Agenten und Geschäftsleiter von Künstl",,,,"False"
722,"y","Haushaltsanalyti","['Budget Analysts']","13-203","1.0","43.0","0.0","43.0","43.0","43.0","43.0","43.0","0.0","Haushaltsanalyti",,,,"False"
111,"y","Farm and Home Management Advis","['Farm and Home Management Advisors']","25-902","1.0","43.0","0.0","43.0","43.0","43.0","43.0","43.0","0.0","Farm and Home Management Advis",,,,"False"
212,211,"Gesteinsspal","['Rock Splitters, Quarry']","47-505","1.0","43.0","0.0","43.0","43.0","43.0","43.0","43.0","0.0","Gesteinsspal",,,,"False"
733,"y","BibliothekswissenschaftslehrerIn","['Library Science Teachers, Postsecondary', 'Education Teachers, Postsecondary']","25-108","2.0","42.5","2.121320344","41.0","41.75","42.5","43.25","44.0","0.04991342","BibliothekswissenschaftslehrerIn",,,,"False"
831,732,"Manager im Soz","['Social and Community Service Managers']","11-915","1.0","42.0","0.0","42.0","42.0","42.0","42.0","42.0","0.0","Manager im Soz",,,,"False"
212,322,"Erdboh","['Earth Drillers, Except Oil and Gas']","47-502","1.0","42.0","0.0","42.0","42.0","42.0","42.0","42.0","0.0","Erdboh","52522-10","Erdbewegungsmaschinenführer/in",525,"False"
211,525,"Baggerfüh","['Dredge Operators', 'Excavating and Loading Machine and Dragline Operators', 'Loading Machine Operators, Underground Mining']","53-703","3.0","42.0","16.09347694","27.0","33.5","40.0","49.5","59.0","0.383178022","Baggerfüh","52522-10","Baggerführer/in",525,"False"
111,"y","Betreiber landwirtschaftlicher Ger","['Agricultural Equipment Operators', 'Farmworkers, Farm, Ranch, and Aquacultural Animals', 'Nursery Workers', 'Farmworkers and Laborers, Crop']","45-209","4.0","41.5","16.58312395","24.0","35.25","39.0","45.25","64.0","0.39959334799999996","Betreiber landwirtschaftlicher Ger",,,,"False"
311,421,"Hydrolo","['Hydrologists', 'Environmental Scientists and Specialists, Including Health', 'Industrial Ecologists', 'Climate Change Analysts', 'Environmental Restoration Planners', 'Geoscientists, Except Hydrologists and Geographers']","19-204","6.0","41.33333333","4.8027769739999995","38.0","39.25","40.0","40.0","51.0","0.11619621699999999","Hydrolo","42124-12","Hydrologe/Hydrologin",421,"False"
433,263,"Leiter von Compu","['Computer and Information Systems Managers']","11-302","1.0","41.0","0.0","41.0","41.0","41.0","41.0","41.0","0.0","Leiter von Compu",,,,"False"
713,"y","Operations Research Analys","['Operations Research Analysts']","15-203","1.0","41.0","0.0","41.0","41.0","41.0","41.0","41.0","0.0","Operations Research Analys",,,,"False"
511,515,"Eisenbahnbr","['Railroad Brake, Signal, and Switch Operators']","53-402","1.0","41.0","0.0","41.0","41.0","41.0","41.0","41.0","0.0","Eisenbahnbr",,,,"False"
412,812,"Epidemiolo","['Epidemiologists', 'Medical Scientists, Except Epidemiologists']","19-104","2.0","40.5","3.5355339060000004","38.0","39.25","40.5","41.75","43.0","0.08729713300000001","Epidemiolo","81214-11","Epidemiologe/Epidemiologin",812,"False"
312,431,"Fernerkundu","['Remote Sensing Scientists and Technologists']","19-209","1.0","40.0","0.0","40.0","40.0","40.0","40.0","40.0","0.0","Fernerkundu",,,,"False"
913,"y","Umfrage Forsc","['Survey Researchers']","19-302","1.0","40.0","0.0","40.0","40.0","40.0","40.0","40.0","0.0","Umfrage Forsc","84304-21","Forschungsreferent/in",843,"False"
843,111,"Lehrkräfte für Agrarwissenschaf","['Agricultural Sciences Teachers, Postsecondary', 'Biological Science Teachers, Postsecondary', 'Forestry and Conservation Science Teachers, Postsecondary']","25-104","3.0","39.66666667","7.5055534989999995","32.0","36.0","40.0","43.5","47.0","0.189215634","Lehrkräfte für Agrarwissenschaf","41234-10","Agrarbiologe/-biologin",412,"False"
411,"y","Statisti","['Statisticians', 'Biostatisticians', 'Clinical Data Managers']","15-204","3.0","39.0","7.937253932999999","33.0","34.5","36.0","42.0","48.0","0.203519332","Statisti",,,,"False"
731,"y","Rechtsanwaltsgehilfen und Rechtsassisten","['Paralegals and Legal Assistants']","23-201","1.0","39.0","0.0","39.0","39.0","39.0","39.0","39.0","0.0","Rechtsanwaltsgehilfen und Rechtsassisten",,,,"False"
933,"y","Kunsthandwerkliche Künst","['Craft Artists', 'Art Directors', 'Fine Artists, Including Painters, Sculptors, and Illustrators', 'Multimedia Artists and Animators']","27-101","4.0","38.75","22.51480994","9.0","27.75","43.5","54.5","59.0","0.581027353","Kunsthandwerkliche Künst","94494-10","Künstlerische/r Betriebsdirektor/in",944,"False"
944,634,"Filmprojektionis","['Motion Picture Projectionists']","39-302","1.0","37.0","0.0","37.0","37.0","37.0","37.0","37.0","0.0","Filmprojektionis",,,,"False"
732,722,"L","['Payroll and Timekeeping Clerks']","43-305","1.0","37.0","0.0","37.0","37.0","37.0","37.0","37.0","0.0","L",,,,"False"
,251,"Zählerable","['Meter Readers, Utilities']","43-504","1.0","37.0","0.0","37.0","37.0","37.0","37.0","37.0","0.0","Zählerable","25131-10","Zählerableser/in",251,"False"
252,234,"Förderanlagenbetreiber und Ausschreibun","['Conveyor Operators and Tenders']","53-701","1.0","37.0","0.0","37.0","37.0","37.0","37.0","37.0","0.0","Förderanlagenbetreiber und Ausschreibun",,,,"False"
913,"y","Marktforschungsanalysten und Market","['Market Research Analysts and Marketing Specialists']","13-116","1.0","36.0","0.0","36.0","36.0","36.0","36.0","36.0","0.0","Marktforschungsanalysten und Market",,,,"False"
281,234,"Druc","['Pressers, Textile, Garment, and Related Materials']","51-602","1.0","35.0","0.0","35.0","35.0","35.0","35.0","35.0","0.0","Druc","23493-10","Druckermeister/in",234,"False"
521,"y","Betreiber von Flurförderzeugen und Trakto","['Industrial Truck and Tractor Operators']","53-705","1.0","34.0","0.0","34.0","34.0","34.0","34.0","34.0","0.0","Betreiber von Flurförderzeugen und Trakto","25222-13","Land- und Baumaschinenmechatroniker/in",252,"False"
731,"y","Gerichtssachbearbei","['Judicial Law Clerks', 'Lawyers']","23-101","2.0","33.5","0.7071067809999999","33.0","33.25","33.5","33.75","34.0","0.021107665","Gerichtssachbearbei",,,,"False"
431,"y","Informatiker und Informationsforsc","['Computer and Information Research Scientists']","15-111","1.0","33.0","0.0","33.0","33.0","33.0","33.0","33.0","0.0","Informatiker und Informationsforsc",,,,"False"
113,"y","Tierzüch","['Animal Breeders']","45-202","1.0","33.0","0.0","33.0","33.0","33.0","33.0","33.0","0.0","Tierzüch","81143-10","Fachagrarwirt/in - Besamungswesen",811,"False"
722,715,"Manager für Vergütung und Sozialleistun","['Compensation and Benefits Managers']","11-311","1.0","32.0","0.0","32.0","32.0","32.0","32.0","32.0","0.0","Manager für Vergütung und Sozialleistun",,,,"False"
722,715,"Spezialisten für Entlohn","['Compensation, Benefits, and Job Analysis Specialists']","13-114","1.0","32.0","0.0","32.0","32.0","32.0","32.0","32.0","0.0","Spezialisten für Entlohn",,,,"False"
914,423,"Umweltökono","['Environmental Economists', 'Economists']","19-301","2.0","31.0","2.828427125","29.0","30.0","31.0","32.0","33.0","0.091239585","Umweltökono","42314-11","Betriebswirt/in (Hochschule) - Umweltökonomie",423,"False"
412,211,"Erdölingenie","['Petroleum Engineers']","17-217","1.0","30.0","0.0","30.0","30.0","30.0","30.0","30.0","0.0","Erdölingenie","21114-11","Ingenieur/in - Rohstoffgewinnung und -aufbereitung",211,"False"
117,"y","Log Grader und Scal","['Log Graders and Scalers', 'Logging Equipment Operators', 'Fallers']","45-402","3.0","23.0","21.9317122","7.0","10.5","14.0","31.0","48.0","0.953552704","Log Grader und Scal",,,,"False"
117,"y","Jäger und Fallenstel","['Hunters and Trappers']","45-302","1.0","17.0","0.0","17.0","17.0","17.0","17.0","17.0","0.0","Jäger und Fallenstel",,,,"False"
814,"y","Dentalhygieni","['Dental Hygienists']","29-202","1.0","100.0","0.0","100.0","100.0","100.0","100.0","100.0","0.0","Dentalhygieni","81113-10","Dentalhygieniker/in",811,"True"
942,"y","Choreograp","['Choreographers', 'Dancers']","27-203","2.0","99.0","1.4142135619999998","98.0","98.5","99.0","99.5","100.0","0.014284985","Choreograp","94224-10","Ballettmeister/in",942,"True"
814,"y","Kieferorthopä","['Orthodontists', 'Oral and Maxillofacial Surgeons', 'Prosthodontists', 'Dentists, General']","29-102","4.0","97.0","3.366501646","92.0","96.5","98.5","99.0","99.0","0.034706203","Kieferorthopä","81113-10","Kieferorthopädische/r Fachhelfer/in",811,"True"
813,"y","Medizinische Notfalltechniker und Rettungssanitä","['Emergency Medical Technicians and Paramedics']","29-204","1.0","97.0","0.0","97.0","97.0","97.0","97.0","97.0","0.0","Medizinische Notfalltechniker und Rettungssanitä","81342-10","Rettungssanitäter/in",813,"True"
817,"y","Chiroprakti","['Chiropractors']","29-101","1.0","96.0","0.0","96.0","96.0","96.0","96.0","96.0","0.0","Chiroprakti","81434-10","Facharzt/-ärztin - Orthopädie und Unfallchirurgie",814,"True"
514,"y","Flugbeglei","['Flight Attendants']","53-203","1.0","96.0","0.0","96.0","96.0","96.0","96.0","96.0","0.0","Flugbeglei","51422-10","Flugbegleiter/in",514,"True"
817,"y","Physiotherapeu","['Physical Therapist Aides', 'Physical Therapist Assistants']","31-202","2.0","94.5","0.7071067809999999","94.0","94.25","94.5","94.75","95.0","0.007482611","Physiotherapeu","81713-10","Physiotherapeut/in",817,"True"
823,"y","Barbi","['Barbers', 'Hairdressers, Hairstylists, and Cosmetologists']","39-501","2.0","93.5","2.121320344","92.0","92.75","93.5","94.25","95.0","0.022687917999999998","Barbi","82312-10","Herrenfriseur/in",823,"True"
823,"y","Maskenbild","['Makeup Artists, Theatrical and Performance', 'Manicurists and Pedicurists', 'Shampooers', 'Skincare Specialists']","39-509","4.0","91.5","5.446711546","86.0","89.0","90.5","93.0","99.0","0.059526902","Maskenbild","82342-10","Maskenbildner/in",823,"True"
815,"y","Tierär","['Veterinarians']","29-113","1.0","91.0","0.0","91.0","91.0","91.0","91.0","91.0","0.0","Tierär","81504-10","Tierarzt/Tierärztin",815,"True"
817,"y","Akupunkte","['Acupuncturists', 'Orthoptists', 'Naturopathic Physicians']","29-119","3.0","90.0","1.732050808","88.0","89.5","91.0","91.0","91.0","0.019245009","Akupunkte","81752-10","Heilpraktiker/in",817,"True"
817,"y","Mass","['Massage Therapists']","31-901","1.0","89.0","0.0","89.0","89.0","89.0","89.0","89.0","0.0","Mass","81712-10","Masseur/in und medizinische/r Bademeister/in",817,"True"
811,"y","Arzthelferin","['Physician Assistants', 'Anesthesiologist Assistants']","29-107","2.0","88.0","0.0","88.0","88.0","88.0","88.0","88.0","0.0","Arzthelferin","81102-10","Medizinische/r Fachangestellte/r",811,"True"
813,"y","Anästhe","['Nurse Anesthetists']","29-115","1.0","87.0","0.0","87.0","87.0","87.0","87.0","87.0","0.0","Anästhe","81323-10","Fachkinderkrankenpfleger/in - Intensivpflege/Anästhesie",813,"True"
814,"y","Anästhesist","['Anesthesiologists', 'Hospitalists', 'Nuclear Medicine Physicians', 'Ophthalmologists', 'Pediatricians, General', 'Internists, General', 'Physical Medicine and Rehabilitation Physicians', 'Dermatologists', 'Neurologists', 'Sports Medicine Physicians', 'Pathologists', 'Psychiatrists', 'Urologists', 'Radiologists', 'Preventive Medicine Physicians', 'Allergists and Immunologists', 'Family and General Practitioners', 'Surgeons', 'Obstetricians and Gynecologists']","29-106","19.0","83.05263158","18.10301904","32.0","74.0","91.0","95.5","100.0","0.217970445","Anästhesist","81454-10","Facharzt/-ärztin - Anästhesiologie",814,"True"
523,"y","Linienpilo","['Airline Pilots, Copilots, and Flight Engineers', 'Commercial Pilots']","53-201","2.0","82.0","1.4142135619999998","81.0","81.5","82.0","82.5","83.0","0.017246507","Linienpilo","52313-10","Verkehrsflugzeugführer/in (ATPL (A))",523,"True"
212,"y","Steinme","['Stonemasons', 'Brickmasons and Blockmasons']","47-202","2.0","81.5","2.121320344","80.0","80.75","81.5","82.25","83.0","0.02602847","Steinme","21293-10","Steinmetz- und Steinbildhauermeister/in",212,"True"
831,"y","Kindergärtnerin","['Kindergarten Teachers, Except Special Education', 'Preschool Teachers, Except Special Education']","25-201","2.0","81.0","7.071067812000001","76.0","78.5","81.0","83.5","86.0","0.08729713300000001","Kindergärtnerin","83112-10","Erzieher/in",831,"True"
521,"y","Busfah","['Bus Drivers, School or Special Client', 'Bus Drivers, Transit and Intercity']","53-302","2.0","81.0","4.242640687","78.0","79.5","81.0","82.5","84.0","0.05237828","Busfah","52132-10","Busfahrer/in",521,"True"
532,"y","Strafvollzugsbeamte und Gefängniswär","['Correctional Officers and Jailers', 'Bailiffs']","33-301","2.0","80.5","0.7071067809999999","80.0","80.25","80.5","80.75","81.0","0.008783935","Strafvollzugsbeamte und Gefängniswär","53242-10","Beamt(er/in) - Justizvollzugsdienst (mittl. Dienst)",532,"True"
633,"y","Barkeep","['Bartenders']","35-301","1.0","79.0","0.0","79.0","79.0","79.0","79.0","79.0","0.0","Barkeep","63322-10","Barmixer/in, Barkeeper/in",633,"True"
321,"y","Dachdec","['Roofers']","47-218","1.0","77.0","0.0","77.0","77.0","77.0","77.0","77.0","0.0","Dachdec","32142-11","Dachdecker/in",321,"True"
831,"y","Kinderbetreuerin","['Childcare Workers', 'Nannies']","39-901","2.0","75.0","9.899494937","68.0","71.5","75.0","78.5","82.0","0.131993266","Kinderbetreuerin","83111-10","Kinderbetreuer/in",831,"True"
262,"y","Elektri","['Electricians']","47-211","1.0","75.0","0.0","75.0","75.0","75.0","75.0","75.0","0.0","Elektri","26212-10","Bauelektriker/in",262,"True"
524,"y","Matros","['Mates- Ship, Boat, and Barge', 'Pilots, Ship', 'Ship and Boat Captains', 'Motorboat Operators']","53-502","4.0","73.25","4.34932945","69.0","70.5","72.5","75.25","79.0","0.05937651099999999","Matros","52422-10","Binnenschiffer/in",524,"True"
733,"y","Bibliotheksassisten","['Library Assistants, Clerical']","43-412","1.0","73.0","0.0","73.0","73.0","73.0","73.0","73.0","0.0","Bibliotheksassisten","73322-10","Fachangestellte/r für Medien- u. Info.Dienste - Bibliothek",733,"True"
634,"y","Tagu","['Meeting, Convention, and Event Planners']","13-112","1.0","72.0","0.0","72.0","72.0","72.0","72.0","72.0","0.0","Tagu","63403-10","Betriebswirt/in (Fachschule) - Event-Management",634,"True"
818,"y","Apothe","['Pharmacists']","29-105","1.0","72.0","0.0","72.0","72.0","72.0","72.0","72.0","0.0","Apothe","81804-10","Apotheker/in",818,"True"
824,"y","Leichenbestat","['Morticians, Undertakers, and Funeral Directors']","39-403","1.0","72.0","0.0","72.0","72.0","72.0","72.0","72.0","0.0","Leichenbestat","82402-10","Bestatter/in (Weiterbildung)",824,"True"
292,"y","Mitarbeiter der Lebensmittelzubereit","['Food Preparation Workers']","35-202","1.0","69.0","0.0","69.0","69.0","69.0","69.0","69.0","0.0","Mitarbeiter der Lebensmittelzubereit","29382-10","Diätkoch/-köchin",293,"True"
532,"y","Polizeibea","['Police Detectives', 'Criminal Investigators and Special Agents', 'Intelligence Analysts', 'Police Identification and Records Officers', 'Immigration and Customs Inspectors']","33-302","5.0","68.8","11.98749348","49.0","68.0","71.0","76.0","80.0","0.17423682399999998","Polizeibea","53223-10","Beamt(er/in) - Bundeskriminaldienst (geh. Dienst)",532,"True"
241,"y","Gießereif","['Foundry Mold and Coremakers', 'Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic']","51-407","2.0","68.5","0.7071067809999999","68.0","68.25","68.5","68.75","69.0","0.010322727","Gießereif","24142-10","Kernmacher/in",241,"True"
232,"y","Fotogra","['Photographers']","27-402","1.0","68.0","0.0","68.0","68.0","68.0","68.0","68.0","0.0","Fotogra","23322-11","Fotograf/in",233,"True"
111,"y","Landwirtschaftsinspekto","['Agricultural Inspectors']","45-201","1.0","68.0","0.0","68.0","68.0","68.0","68.0","68.0","0.0","Landwirtschaftsinspekto","11103-10","Beamt(er/in) - Agrarverwaltung (geh. techn. Dienst)",111,"True"
322,"y","Straßenbauarbei","['Highway Maintenance Workers']","47-405","1.0","68.0","0.0","68.0","68.0","68.0","68.0","68.0","0.0","Straßenbauarbei","32222-12","Tiefbaufacharbeiter/in - Straßenbauarbeiten",322,"True"
